CATALOG_ID,SEED,CLASS,SHIP_TYPE,MCR_PERCENT,CRUISING_SPEED_KT,ROTACIONAL_FREQUENCY,LENGTH_M,DRAFT_M,N_BLADES,N_SHAFTS,NB_LOWER,NB_MEDIUM,NB_GREATER,NB_ISOLATED,NB_OSCILLATING,NB_concentrated
685,727,Service,recreational,0.73,16.0,116.0,34.0,2.0,4,1,0.29,0.0,0.19,0.18,0.0,0.28
686,728,Service,recreational,0.74,15.0,101.0,30.0,2.0,4,1,0.29,0.0,0.19,0.18,0.0,0.28
687,729,Service,fishing,0.64,10.0,184.0,25.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
688,730,Service,tug,0.73,9.0,239.0,32.0,5.0,6,1,0.23,0.13,0.0,0.13,0.16,0.13
689,731,Cargo,vehicle_carrier,0.79,16.0,51.0,172.0,6.81,6,1,0.94,0.0,0.17,0.07,0.07,0.0
690,732,Cargo,vehicle_carrier,0.78,16.0,60.0,173.0,6.66,6,1,0.93,0.0,0.17,0.07,0.07,0.0
691,733,Service,recreational,0.66,18.0,113.0,33.0,2.0,4,1,0.24,0.0,0.14,0.08,0.0,0.18
692,734,Service,fishing,0.64,10.0,183.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
693,735,Cargo,tanker,0.81,9.2,148.0,281.0,9.0,5,1,0.49,0.09,0.0,0.0,0.0,0.04
694,736,Cargo,vehicle_carrier,0.76,18.0,54.0,178.0,5.63,6,1,0.85,0.0,0.13,0.03,0.03,0.0
695,737,Cargo,tanker,0.75,7.51,135.0,120.0,6.0,4,1,0.4,0.0,0.0,0.0,0.0,0.0
696,738,Service,tug,0.79,8.0,230.0,31.0,4.0,4,1,0.29,0.19,0.0,0.19,0.27,0.19
697,739,Cargo,vehicle_carrier,0.76,17.0,53.0,176.0,5.49,6,1,0.84,0.0,0.12,0.02,0.02,0.0
698,740,Cargo,vehicle_carrier,0.78,20.0,59.0,171.0,6.44,6,1,0.91,0.0,0.16,0.06,0.06,0.0
699,741,Cargo,containership,0.71,13.0,57.0,148.0,9.0,6,1,0.34,0.0,0.0,0.0,0.0,0.0
700,742,Cargo,vehicle_carrier,0.77,19.0,56.0,183.0,6.04,6,1,0.88,0.0,0.14,0.04,0.04,0.0
701,743,Service,dredger,0.82,11.0,156.0,159.0,6.0,4,1,0.04,0.27,0.0,0.0,0.0,0.0
702,744,Cargo,bulker,0.74,11.0,59.0,214.0,9.04,6,1,0.16,0.03,0.0,0.0,0.13,0.0
703,745,Service,dredger,0.77,7.0,148.0,98.0,4.0,4,1,0.01,0.97,0.0,0.0,0.0,0.0
704,746,Service,fishing,0.58,11.0,167.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
705,747,Service,fishing,0.56,9.0,159.0,24.0,3.0,4,1,0.03,0.0,0.03,0.03,0.03,0.23
706,748,Cargo,tanker,0.76,7.79,137.0,124.0,6.0,4,1,0.41,0.01,0.0,0.0,0.0,0.01
707,749,Service,dredger,0.83,12.0,178.0,167.0,5.0,4,1,0.04,0.97,0.0,0.0,0.0,0.0
708,750,Service,dredger,0.78,8.0,161.0,111.0,5.0,4,1,0.02,0.23,0.0,0.0,0.0,0.0
709,751,Service,dredger,0.83,12.0,186.0,166.0,6.0,4,1,0.04,0.95,0.0,0.0,0.0,0.0
710,752,Service,tug,0.75,7.0,253.0,34.0,6.0,4,1,0.25,0.15,0.0,0.15,0.2,0.15
711,753,Cargo,vehicle_carrier,0.79,18.0,55.0,181.0,6.91,6,1,0.95,0.0,0.18,0.08,0.08,0.0
712,754,Cargo,bulker,0.73,10.0,55.0,197.0,8.4,4,1,0.14,0.02,0.0,0.0,0.12,0.0
713,755,Cargo,tanker,0.88,10.99,147.0,279.0,10.0,5,1,0.57,0.17,0.0,0.0,0.0,0.09
714,756,Service,dredger,0.8,9.0,178.0,128.0,5.0,4,1,0.02,0.93,0.0,0.0,0.0,0.0
715,757,Service,dredger,0.79,9.0,170.0,120.0,5.0,4,1,0.02,0.24,0.0,0.0,0.0,0.0
716,758,Cargo,containership,0.72,14.0,60.0,162.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
717,759,Cargo,tanker,0.76,7.74,136.0,123.0,6.0,4,1,0.41,0.01,0.0,0.0,0.0,0.01
718,760,Service,dredger,0.76,7.0,137.0,87.0,4.0,4,1,0.01,0.21,0.0,0.0,0.0,0.0
719,761,Cargo,tanker,0.78,8.4,142.0,134.0,7.0,4,1,0.45,0.05,0.0,0.0,0.0,0.02
720,762,Cargo,vehicle_carrier,0.8,18.0,60.0,181.0,7.4,6,1,0.99,0.0,0.2,0.1,0.1,0.0
721,763,Cargo,containership,0.73,16.0,108.0,199.0,6.0,6,1,0.42,0.0,0.0,0.0,0.0,0.0
722,764,Cargo,tanker,0.9,11.49,140.0,130.0,7.0,4,1,0.6,0.2,0.0,0.0,0.0,0.1
723,765,Cargo,bulker,0.72,10.0,51.0,179.0,7.67,4,1,0.11,0.0,0.0,0.0,0.1,0.0
724,766,Cargo,bulker,0.74,11.0,58.0,210.0,8.89,6,1,0.16,0.03,0.0,0.0,0.13,0.0
725,767,Service,fishing,0.67,6.0,193.0,21.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
726,768,Cargo,containership,0.7,12.0,52.0,131.0,7.0,6,1,0.32,0.0,0.0,0.0,0.0,0.0
727,769,Cargo,containership,0.7,12.0,50.0,121.0,6.0,6,1,0.3,0.0,0.0,0.0,0.0,0.0
728,770,Service,fishing,0.58,11.0,164.0,26.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
729,771,Cargo,tanker,0.9,11.39,147.0,278.0,9.0,5,1,0.59,0.19,0.0,0.0,0.0,0.1
730,772,Cargo,containership,0.71,12.0,53.0,133.0,7.0,6,1,0.32,0.0,0.0,0.0,0.0,0.0
731,773,Cargo,bulker,0.73,10.0,55.0,197.0,8.36,4,1,0.13,0.02,0.0,0.0,0.12,0.0
732,774,Cargo,bulker,0.74,11.0,59.0,213.0,9.01,6,1,0.16,0.03,0.0,0.0,0.13,0.0
733,775,Service,dredger,0.8,9.0,182.0,132.0,5.0,4,1,0.02,0.25,0.0,0.0,0.0,0.0
734,776,Cargo,vehicle_carrier,0.77,19.0,57.0,184.0,6.13,6,1,0.89,0.0,0.15,0.05,0.05,0.0
735,777,Cargo,containership,0.71,13.0,57.0,149.0,9.0,6,1,0.35,0.0,0.0,0.0,0.0,0.0
736,778,Cargo,tanker,0.76,7.67,136.0,122.0,6.0,4,1,0.41,0.01,0.0,0.0,0.0,0.0
737,779,Service,fishing,0.61,7.0,176.0,29.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
738,780,Service,fishing,0.54,8.0,152.0,23.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
739,781,Cargo,tanker,0.78,8.35,141.0,133.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
740,782,Service,tug,0.77,7.0,227.0,35.0,6.0,4,1,0.27,0.17,0.0,0.17,0.23,0.17
741,783,Service,recreational,0.68,16.0,117.0,34.0,2.0,4,1,0.25,0.0,0.15,0.11,0.0,0.21
742,784,Cargo,vehicle_carrier,0.77,19.0,56.0,183.0,6.08,6,1,0.89,0.0,0.14,0.04,0.04,0.0
743,785,Service,fishing,0.6,6.0,172.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
744,786,Cargo,containership,0.74,14.0,100.0,302.0,11.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
745,787,Cargo,vehicle_carrier,0.77,18.0,54.0,179.0,5.77,6,1,0.86,0.0,0.13,0.03,0.03,0.0
746,788,Cargo,containership,0.73,16.0,107.0,195.0,13.0,6,1,0.42,0.0,0.0,0.0,0.0,0.0
747,789,Service,tug,0.75,10.0,250.0,33.0,5.0,6,1,0.25,0.15,0.0,0.15,0.2,0.15
748,790,Cargo,bulker,0.77,12.0,70.0,256.0,10.7,6,1,0.23,0.06,0.0,0.0,0.16,0.0
749,791,Cargo,vehicle_carrier,0.78,17.0,60.0,176.0,6.69,6,1,0.94,0.0,0.17,0.07,0.07,0.0
750,792,Service,dredger,0.81,10.0,193.0,143.0,6.0,4,1,0.03,0.95,0.0,0.0,0.0,0.0
751,793,Service,fishing,0.66,9.0,191.0,29.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
752,794,Cargo,vehicle_carrier,0.77,18.0,54.0,179.0,5.77,6,1,0.86,0.0,0.13,0.03,0.03,0.0
753,795,Cargo,vehicle_carrier,0.77,19.0,56.0,182.0,6.0,6,1,0.88,0.0,0.14,0.04,0.04,0.0
754,796,Cargo,vehicle_carrier,0.78,20.0,58.0,184.0,6.4,6,1,0.91,0.0,0.16,0.06,0.06,0.0
755,797,Service,recreational,0.74,18.0,119.0,34.0,2.0,4,1,0.29,0.0,0.19,0.18,0.0,0.28
756,798,Cargo,vehicle_carrier,0.77,19.0,56.0,183.0,6.03,6,1,0.88,0.0,0.14,0.04,0.04,0.0
757,799,Cargo,containership,0.74,13.0,56.0,310.0,9.0,6,1,0.47,0.0,0.0,0.0,0.0,0.0
758,800,Cargo,bulker,0.77,12.0,120.0,260.0,10.86,6,1,0.23,0.07,0.0,0.0,0.17,0.0
759,801,Service,tug,0.71,7.0,226.0,30.0,4.0,4,1,0.21,0.11,0.0,0.11,0.12,0.11
760,802,Cargo,tanker,0.83,9.69,139.0,129.0,10.0,4,1,0.51,0.11,0.0,0.0,0.0,0.05
761,803,Cargo,vehicle_carrier,0.76,16.0,51.0,173.0,5.27,6,1,0.82,0.0,0.11,0.01,0.01,0.0
762,804,Service,fishing,0.6,12.0,170.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
763,805,Cargo,vehicle_carrier,0.77,19.0,57.0,185.0,6.24,6,1,0.9,0.0,0.15,0.05,0.05,0.0
764,806,Service,fishing,0.68,12.0,199.0,27.0,3.0,4,1,0.09,0.0,0.09,0.09,0.09,0.29
765,807,Cargo,containership,0.72,14.0,100.0,167.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
766,808,Service,fishing,0.57,10.0,163.0,25.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
767,809,Service,dredger,0.76,6.0,126.0,76.0,4.0,4,1,0.0,0.94,0.0,0.0,0.0,0.0
768,810,Cargo,tanker,0.86,10.36,149.0,283.0,10.0,5,1,0.54,0.14,0.0,0.0,0.0,0.07
769,811,Cargo,bulker,0.73,10.0,52.0,186.0,7.96,4,1,0.12,0.01,0.0,0.0,0.11,0.0
770,812,Service,fishing,0.51,5.0,142.0,20.0,2.0,3,1,0.0,0.0,0.0,0.0,0.0,0.2
771,813,Service,fishing,0.68,7.0,197.0,22.0,2.0,3,1,0.09,0.0,0.09,0.09,0.09,0.29
772,814,Cargo,bulker,0.77,12.0,69.0,251.0,10.5,4,1,0.22,0.06,0.0,0.0,0.16,0.0
773,815,Cargo,tanker,0.88,11.08,135.0,120.0,6.0,4,1,0.58,0.18,0.0,0.0,0.0,0.09
774,816,Cargo,vehicle_carrier,0.76,17.0,52.0,175.0,5.4,6,1,0.83,0.0,0.12,0.02,0.02,0.0
775,817,Service,fishing,0.53,7.0,148.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
776,818,Cargo,bulker,0.76,11.0,65.0,235.0,9.85,6,1,0.19,0.05,0.0,0.0,0.15,0.0
777,819,Service,dredger,0.79,8.0,166.0,116.0,5.0,4,1,0.02,0.92,0.0,0.0,0.0,0.0
778,820,Service,dredger,0.77,7.0,147.0,97.0,4.0,4,1,0.01,0.99,0.0,0.0,0.0,0.0
779,821,Cargo,containership,0.73,16.0,107.0,192.0,13.0,6,1,0.41,0.0,0.0,0.0,0.0,0.0
780,822,Cargo,bulker,0.79,10.0,53.0,292.0,12.1,4,1,0.28,0.09,0.0,0.0,0.19,0.0
781,823,Cargo,containership,0.72,14.0,60.0,163.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
782,824,Service,dredger,0.81,11.0,138.0,152.0,6.0,4,1,0.03,0.26,0.0,0.0,0.0,0.0
783,825,Cargo,tanker,0.79,8.58,143.0,137.0,8.0,5,1,0.45,0.05,0.0,0.0,0.0,0.03
784,826,Cargo,vehicle_carrier,0.78,20.0,58.0,178.0,6.38,6,1,0.91,0.0,0.16,0.06,0.06,0.0
785,827,Cargo,bulker,0.75,11.0,61.0,220.0,9.28,6,1,0.17,0.04,0.0,0.0,0.14,0.0
786,828,Service,tug,0.72,8.0,232.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.14,0.12
787,829,Service,dredger,0.77,7.0,146.0,96.0,4.0,4,1,0.01,0.22,0.0,0.0,0.0,0.0
788,830,Service,dredger,0.76,6.0,133.0,83.0,4.0,4,1,0.01,0.98,0.0,0.0,0.0,0.0
789,831,Service,tug,0.72,8.0,230.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.13,0.12
790,832,Service,recreational,0.71,17.0,120.0,35.0,2.0,4,1,0.27,0.0,0.17,0.15,0.0,0.25
791,833,Service,dredger,0.81,10.0,192.0,142.0,6.0,4,1,0.03,0.26,0.0,0.0,0.0,0.0
792,834,Service,fishing,0.56,9.0,158.0,24.0,3.0,4,1,0.03,0.0,0.03,0.03,0.03,0.23
793,835,Cargo,tanker,0.84,9.97,141.0,133.0,10.0,4,1,0.52,0.12,0.0,0.0,0.0,0.06
794,836,Cargo,bulker,0.75,11.0,63.0,227.0,9.54,6,1,0.18,0.04,0.0,0.0,0.14,0.0
795,837,Service,tug,0.76,9.0,255.0,34.0,6.0,6,1,0.26,0.16,0.0,0.16,0.21,0.16
796,838,Service,fishing,0.6,10.0,172.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
797,839,Service,tug,0.76,7.0,259.0,34.0,6.0,4,1,0.26,0.16,0.0,0.16,0.22,0.16
798,840,Cargo,bulker,0.74,10.0,56.0,201.0,8.54,4,1,0.14,0.02,0.0,0.0,0.12,0.0
799,841,Cargo,containership,0.73,16.0,107.0,193.0,12.0,6,1,0.42,0.0,0.0,0.0,0.0,0.0
800,842,Cargo,bulker,0.79,10.0,52.0,287.0,11.88,4,1,0.28,0.09,0.0,0.0,0.19,0.0
801,843,Service,recreational,0.7,15.0,116.0,35.0,2.0,4,1,0.27,0.0,0.17,0.13,0.0,0.23
802,844,Cargo,bulker,0.77,12.0,70.0,257.0,10.73,4,1,0.23,0.06,0.0,0.0,0.16,0.0
803,845,Cargo,bulker,0.72,10.0,51.0,182.0,7.78,4,1,0.11,0.01,0.0,0.0,0.11,0.0
804,846,Service,recreational,0.62,15.0,103.0,30.0,2.0,4,1,0.21,0.0,0.11,0.02,0.0,0.12
805,847,Cargo,tanker,0.81,9.06,147.0,278.0,9.0,5,1,0.48,0.08,0.0,0.0,0.0,0.04
806,848,Service,dredger,0.83,12.0,176.0,177.0,5.0,4,1,0.04,0.28,0.0,0.0,0.0,0.0
807,849,Cargo,bulker,0.72,10.0,50.0,175.0,7.51,4,1,0.1,0.0,0.0,0.0,0.1,0.0
808,850,Service,recreational,0.72,18.0,115.0,33.0,2.0,4,1,0.28,0.0,0.18,0.16,0.0,0.26
809,851,Service,fishing,0.62,11.0,177.0,29.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
810,852,Cargo,containership,0.74,16.0,108.0,303.0,6.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
811,853,Cargo,containership,0.72,15.0,101.0,171.0,12.0,6,1,0.38,0.0,0.0,0.0,0.0,0.0
812,854,Cargo,bulker,0.79,11.0,123.0,292.0,12.08,6,1,0.28,0.09,0.0,0.0,0.19,0.0
813,855,Cargo,tanker,0.79,8.5,142.0,135.0,7.0,4,1,0.45,0.05,0.0,0.0,0.0,0.02
814,856,Cargo,tanker,0.78,8.37,141.0,133.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
815,857,Service,fishing,0.69,12.0,170.0,27.0,3.0,4,1,0.1,0.0,0.1,0.1,0.1,0.3
816,858,Cargo,bulker,0.76,12.0,66.0,242.0,10.15,4,1,0.21,0.05,0.0,0.0,0.15,0.0
817,859,Cargo,containership,0.73,16.0,107.0,193.0,9.0,6,1,0.41,0.0,0.0,0.0,0.0,0.0
818,860,Cargo,tanker,0.77,8.05,139.0,128.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.01
819,861,Cargo,bulker,0.79,11.0,64.0,284.0,11.77,6,1,0.27,0.09,0.0,0.0,0.19,0.0
820,862,Service,tug,0.76,8.0,256.0,34.0,6.0,4,1,0.26,0.16,0.0,0.16,0.21,0.16
821,863,Cargo,tanker,0.84,9.83,143.0,137.0,10.0,5,1,0.52,0.12,0.0,0.0,0.0,0.06
822,864,Service,recreational,0.65,17.0,109.0,32.0,2.0,4,1,0.23,0.0,0.13,0.06,0.0,0.16
823,865,Service,tug,0.74,10.0,245.0,33.0,5.0,6,1,0.24,0.14,0.0,0.14,0.18,0.14
824,866,Service,dredger,0.84,6.0,135.0,85.0,4.0,4,1,0.05,0.29,0.0,0.0,0.0,0.0
825,867,Cargo,tanker,0.87,10.79,139.0,128.0,7.0,4,1,0.56,0.16,0.0,0.0,0.0,0.08
826,868,Cargo,containership,0.72,15.0,101.0,171.0,12.0,6,1,0.38,0.0,0.0,0.0,0.0,0.0
827,869,Cargo,vehicle_carrier,0.77,19.0,56.0,183.0,6.03,6,1,0.88,0.0,0.14,0.04,0.04,0.0
828,870,Service,tug,0.72,8.0,235.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.15,0.12
829,871,Service,dredger,0.78,8.0,164.0,114.0,5.0,4,1,0.02,0.99,0.0,0.0,0.0,0.0
830,872,Service,fishing,0.61,12.0,175.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
831,873,Service,fishing,0.53,7.0,149.0,22.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
832,874,Cargo,containership,0.73,16.0,105.0,186.0,8.0,6,1,0.4,0.0,0.0,0.0,0.0,0.0
833,875,Cargo,tanker,0.83,9.51,143.0,136.0,10.0,5,1,0.5,0.1,0.0,0.0,0.0,0.05
834,876,Cargo,bulker,0.78,12.0,121.0,266.0,11.09,4,1,0.24,0.07,0.0,0.0,0.17,0.0
835,877,Cargo,tanker,0.78,8.38,142.0,134.0,7.0,4,1,0.44,0.04,0.0,0.0,0.0,0.02
836,878,Cargo,containership,0.74,16.0,106.0,301.0,10.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
837,879,Service,fishing,0.52,6.0,144.0,21.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
838,880,Cargo,tanker,0.9,11.49,138.0,126.0,6.0,4,1,0.6,0.2,0.0,0.0,0.0,0.1
839,881,Service,fishing,0.63,10.0,182.0,30.0,4.0,5,1,0.07,0.0,0.07,0.07,0.07,0.27
840,882,Service,tug,0.8,7.0,220.0,30.0,4.0,4,1,0.3,0.2,0.0,0.2,0.3,0.2
841,883,Service,dredger,0.81,10.0,191.0,141.0,6.0,4,1,0.03,0.26,0.0,0.0,0.0,0.0
842,884,Cargo,bulker,0.79,12.0,125.0,281.0,11.66,4,1,0.27,0.08,0.0,0.0,0.18,0.0
843,885,Service,tug,0.74,9.0,243.0,32.0,5.0,6,1,0.24,0.14,0.0,0.14,0.17,0.14
844,886,Service,fishing,0.54,8.0,152.0,23.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
845,887,Service,fishing,0.6,12.0,171.0,27.0,3.0,4,1,0.05,0.0,0.05,0.05,0.05,0.25
846,888,Cargo,vehicle_carrier,0.75,16.0,51.0,172.0,5.2,6,1,0.82,0.0,0.11,0.01,0.01,0.0
847,889,Cargo,vehicle_carrier,0.78,20.0,60.0,177.0,6.6,6,1,0.93,0.0,0.16,0.06,0.06,0.0
848,890,Service,tug,0.7,7.0,223.0,30.0,4.0,4,1,0.2,0.1,0.0,0.1,0.11,0.1
849,891,Service,recreational,0.75,18.0,120.0,35.0,2.0,4,1,0.3,0.0,0.2,0.2,0.0,0.3
850,892,Service,tug,0.72,8.0,234.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.15,0.12
851,893,Cargo,vehicle_carrier,0.78,20.0,58.0,178.0,6.26,6,1,0.9,0.0,0.15,0.05,0.05,0.0
852,894,Service,fishing,0.59,12.0,168.0,27.0,3.0,4,1,0.04,0.0,0.04,0.04,0.04,0.24
853,895,Cargo,containership,0.73,12.0,109.0,281.0,6.0,6,1,0.43,0.0,0.0,0.0,0.0,0.0
854,896,Service,tug,0.72,8.0,232.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.14,0.12
855,897,Service,fishing,0.51,5.0,143.0,20.0,2.0,3,1,0.0,0.0,0.0,0.0,0.0,0.2
856,898,Cargo,containership,0.72,15.0,102.0,173.0,12.0,6,1,0.38,0.0,0.0,0.0,0.0,0.0
857,899,Cargo,containership,0.74,13.0,54.0,302.0,8.0,6,1,0.46,0.0,0.0,0.0,0.0,0.0
858,900,Cargo,vehicle_carrier,0.8,20.0,59.0,177.0,7.34,6,1,0.99,0.0,0.19,0.09,0.09,0.0
859,901,Service,tug,0.74,10.0,247.0,33.0,5.0,6,1,0.24,0.14,0.0,0.14,0.19,0.14
860,902,Cargo,tanker,0.9,11.44,143.0,137.0,8.0,5,1,0.6,0.2,0.0,0.0,0.0,0.1
861,903,Cargo,bulker,0.72,10.0,51.0,180.0,7.71,4,1,0.11,0.0,0.0,0.0,0.1,0.0
862,904,Cargo,vehicle_carrier,0.79,20.0,59.0,179.0,6.78,6,1,0.94,0.0,0.17,0.07,0.07,0.0
863,905,Cargo,vehicle_carrier,0.78,18.0,60.0,181.0,6.71,6,1,0.94,0.0,0.17,0.07,0.07,0.0
864,906,Cargo,tanker,0.75,7.5,135.0,120.0,6.0,4,1,0.4,0.0,0.0,0.0,0.0,0.0
865,907,Cargo,bulker,0.78,12.0,121.0,264.0,11.01,6,1,0.24,0.07,0.0,0.0,0.17,0.0
866,908,Service,fishing,0.63,5.0,181.0,30.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
867,909,Service,recreational,0.63,16.0,106.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
868,910,Service,tug,0.76,10.0,259.0,34.0,6.0,6,1,0.26,0.16,0.0,0.16,0.22,0.16
869,911,Service,recreational,0.67,18.0,114.0,33.0,2.0,4,1,0.25,0.0,0.15,0.09,0.0,0.19
870,912,Service,fishing,0.61,9.0,173.0,28.0,4.0,5,1,0.05,0.0,0.05,0.05,0.05,0.25
871,913,Service,dredger,0.76,6.0,132.0,82.0,4.0,4,1,0.0,0.95,0.0,0.0,0.0,0.0
872,914,Cargo,vehicle_carrier,0.75,16.0,50.0,171.0,5.14,6,1,0.81,0.0,0.11,0.01,0.01,0.0
873,915,Cargo,bulker,0.73,10.0,55.0,197.0,8.37,4,1,0.13,0.02,0.0,0.0,0.12,0.0
874,916,Cargo,vehicle_carrier,0.78,20.0,60.0,176.0,6.71,6,1,0.94,0.0,0.17,0.07,0.07,0.0
875,917,Cargo,containership,0.74,16.0,105.0,308.0,7.0,6,1,0.47,0.0,0.0,0.0,0.0,0.0
876,918,Cargo,vehicle_carrier,0.79,19.0,60.0,184.0,7.18,6,1,0.97,0.0,0.19,0.09,0.09,0.0
877,919,Cargo,vehicle_carrier,0.78,20.0,60.0,178.0,6.69,6,1,0.94,0.0,0.17,0.07,0.07,0.0
878,920,Service,fishing,0.62,10.0,178.0,29.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
879,921,Service,fishing,0.7,10.0,198.0,25.0,3.0,4,1,0.1,0.0,0.1,0.1,0.1,0.3
880,922,Service,fishing,0.51,5.0,143.0,20.0,2.0,3,1,0.01,0.0,0.01,0.01,0.01,0.21
881,923,Service,recreational,0.72,18.0,115.0,33.0,2.0,4,1,0.28,0.0,0.18,0.16,0.0,0.26
882,924,Cargo,containership,0.73,16.0,107.0,192.0,11.0,6,1,0.41,0.0,0.0,0.0,0.0,0.0
883,925,Service,dredger,0.85,6.0,131.0,81.0,4.0,4,1,0.05,0.91,0.0,0.0,0.0,0.0
884,926,Service,dredger,0.81,11.0,173.0,152.0,6.0,4,1,0.03,0.99,0.0,0.0,0.0,0.0
885,927,Service,fishing,0.63,7.0,180.0,30.0,4.0,5,1,0.06,0.0,0.06,0.06,0.06,0.26
886,928,Cargo,bulker,0.74,11.0,59.0,214.0,9.03,6,1,0.16,0.03,0.0,0.0,0.13,0.0
887,929,Service,recreational,0.63,16.0,106.0,31.0,2.0,4,1,0.22,0.0,0.12,0.04,0.0,0.14
888,930,Cargo,tanker,0.89,11.31,137.0,125.0,10.0,4,1,0.59,0.19,0.0,0.0,0.0,0.1
889,931,Cargo,bulker,0.78,11.0,124.0,278.0,11.53,6,1,0.26,0.08,0.0,0.0,0.18,0.0
890,932,Service,tug,0.75,7.0,253.0,34.0,6.0,4,1,0.25,0.15,0.0,0.15,0.2,0.15
891,933,Service,tug,0.75,8.0,253.0,34.0,6.0,4,1,0.25,0.15,0.0,0.15,0.21,0.15
892,934,Cargo,bulker,0.76,11.0,64.0,234.0,9.81,6,1,0.19,0.05,0.0,0.0,0.15,0.0
893,935,Service,fishing,0.66,12.0,192.0,30.0,4.0,5,1,0.08,0.0,0.08,0.08,0.08,0.28
894,936,Cargo,tanker,0.77,8.12,139.0,129.0,7.0,4,1,0.43,0.03,0.0,0.0,0.0,0.02
895,937,Cargo,tanker,0.83,9.65,139.0,128.0,10.0,4,1,0.51,0.11,0.0,0.0,0.0,0.05
896,938,Service,recreational,0.67,18.0,114.0,33.0,2.0,4,1,0.24,0.0,0.14,0.09,0.0,0.19
897,939,Cargo,tanker,0.89,11.17,138.0,126.0,6.0,4,1,0.58,0.18,0.0,0.0,0.0,0.09
898,940,Service,tug,0.74,9.0,242.0,32.0,5.0,6,1,0.24,0.14,0.0,0.14,0.17,0.14
899,941,Cargo,containership,0.72,14.0,100.0,165.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
900,942,Service,fishing,0.7,11.0,165.0,26.0,3.0,4,1,0.1,0.0,0.1,0.1,0.1,0.3
901,943,Cargo,tanker,0.83,9.67,142.0,135.0,10.0,4,1,0.51,0.11,0.0,0.0,0.0,0.05
902,944,Service,recreational,0.6,15.0,100.0,30.0,2.0,4,1,0.2,0.0,0.1,0.0,0.0,0.1
903,945,Service,tug,0.74,10.0,247.0,33.0,5.0,6,1,0.24,0.14,0.0,0.14,0.19,0.14
904,946,Cargo,containership,0.7,12.0,51.0,124.0,6.0,6,1,0.31,0.0,0.0,0.0,0.0,0.0
905,947,Cargo,vehicle_carrier,0.76,17.0,53.0,176.0,5.5,6,1,0.84,0.0,0.12,0.02,0.02,0.0
906,948,Cargo,vehicle_carrier,0.78,20.0,58.0,181.0,6.3,6,1,0.9,0.0,0.15,0.05,0.05,0.0
907,949,Cargo,containership,0.72,14.0,60.0,163.0,11.0,6,1,0.37,0.0,0.0,0.0,0.0,0.0
908,950,Service,tug,0.72,8.0,233.0,31.0,4.0,4,1,0.22,0.12,0.0,0.12,0.14,0.12
909,951,Service,recreational,0.71,16.0,105.0,31.0,2.0,4,1,0.28,0.0,0.18,0.15,0.0,0.25
910,952,Cargo,containership,0.71,12.0,53.0,134.0,7.0,6,1,0.32,0.0,0.0,0.0,0.0,0.0
911,953,Service,fishing,0.5,5.0,140.0,20.0,2.0,3,1,0.0,0.0,0.0,0.0,0.0,0.2
912,954,Service,fishing,0.53,7.0,151.0,22.0,2.0,3,1,0.02,0.0,0.02,0.02,0.02,0.22
